,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
0,0.9071260690689087,0.9853599071502686,0.9452000260353088,0.5604,0.9395399689674377,0.9876184463500977,0.947597861289978,0.6371898651123047,0.834170401096344,0.6180866956710815,0.7363073825836182,0.0,0.7838664650917053
1,0.9411469101905823,0.9860167503356934,0.8906000256538391,0.8901,0.9478744268417358,0.9881038665771484,0.9745892286300659,0.6436613202095032,0.8427338004112244,0.6182863712310791,0.7678497433662415,0.0,0.7923709154129028
2,0.9464098215103149,0.989513635635376,0.8931000232696533,0.5628,0.9518605470657349,0.9891021251678467,0.9845740795135498,0.7246581315994263,0.8429880738258362,0.6183488965034485,0.773603081703186,0.0,0.8036039471626282
3,0.9601748585700989,0.9949201941490173,0.8978000283241272,0.723,0.955787718296051,0.9898952841758728,0.9858292937278748,0.72529536485672,0.8441371321678162,0.6183624267578125,0.7795383930206299,0.0,0.8038692474365234
4,0.9690092206001282,0.9951252937316895,0.8804000020027161,0.2302,0.971197247505188,0.9929311275482178,0.9869962334632874,0.7358227968215942,0.845037043094635,0.6183674335479736,0.8023715019226074,0.0,0.813118577003479
5,0.9800074100494385,0.9952963590621948,0.7918,0.0,0.9718385934829712,0.9950001835823059,0.9883494973182678,0.7367733716964722,0.8567614555358887,0.6184775829315186,0.8030868768692017,0.0,0.8160136342048645
6,0.9892207384109497,0.9953386783599854,0.9889,0.5282,0.9719205498695374,0.9954221248626709,0.9898625016212463,0.7691835761070251,0.856894314289093,0.6265518069267273,0.8125230073928833,0.0,0.8163483142852783
7,0.9893085360527039,0.9953420758247375,0.8816,0.0409,0.9761466383934021,0.9957391619682312,0.9936857223510742,0.8428094387054443,0.8575222492218018,0.6975127458572388,0.8439782857894897,0.0,0.8451158404350281
8,0.9897106289863586,0.997389018535614,0.1871,0.5647,0.981397271156311,0.9962271451950073,0.9951407313346863,0.9774405360221863,0.858207106590271,0.7127798199653625,0.8569382429122925,0.0,0.8990912437438965
9,0.9907156229019165,0.9976119995117188,0.9948,0.492,0.9898494482040405,0.9973878860473633,0.9980714917182922,0.9842122197151184,0.858593225479126,0.9834896326065063,0.9842630624771118,0.0,0.9921689033508301
