,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
0,0.7074962854385376,0.9903153777122498,0.7664,0.0,0.8984760046005249,0.0,0.7724968194961548,0.0,0.6924784779548645,0.9687290787696838,0.0,0.730945348739624,0.9832940101623535
1,0.8074570894241333,0.9924944043159485,0.7676,0.0,0.9187425971031189,0.0,0.7753919959068298,0.0,0.6972252130508423,0.9717333912849426,0.0,0.734435498714447,0.9853616952896118
2,0.8427589535713196,0.9925884008407593,0.6799,0.0,0.9341467618942261,0.0,0.8458876013755798,0.0,0.6992653608322144,0.9954663515090942,0.0,0.7598890066146851,0.9947697520256042
3,0.9616037011146545,0.9925987720489502,0.8573,0.299735,0.9518680572509766,0.0,0.9401310682296753,0.0,0.7020689249038696,0.9965879321098328,0.005927955266088247,0.7622042894363403,0.9957531094551086
4,0.9640090465545654,0.9951522350311279,0.824,0.0,0.9624680280685425,0.0,0.9796401858329773,0.0,0.7031223177909851,0.9970355033874512,0.6199496984481812,0.7630857825279236,0.996616780757904
5,0.9697628617286682,0.9958901405334473,0.923,0.298919,0.9648674726486206,0.0,0.9800203442573547,0.003716745413839817,0.7047497034072876,0.9973434805870056,0.6765550971031189,0.7634915709495544,0.9969849586486816
6,0.9708667993545532,0.9960206151008606,0.6957,0.437698,0.9680109620094299,0.0,0.9805799722671509,0.6670600771903992,0.7057735323905945,0.9975182414054871,0.6884821653366089,0.7637081146240234,0.9970799684524536
7,0.9840483665466309,0.9961155652999878,0.8371,0.0,0.9680992960929871,0.0,0.9807189106941223,0.6873089075088501,0.7071014642715454,0.9975388050079346,0.6919437050819397,0.7639245390892029,0.9973301887512207
8,0.9918842911720276,0.9963540434837341,0.7173,0.0,0.9763080477714539,0.0,0.981580913066864,0.687678337097168,0.7106471061706543,0.9975500702857971,0.6983622312545776,0.7639643549919128,0.9973577857017517
9,0.9926761388778687,0.9968554973602295,0.2612,0.0,0.9823246002197266,0.8230852484703064,0.9832456707954407,0.6890740990638733,0.7172796130180359,0.9975525140762329,0.7024785280227661,0.7646363973617554,0.9975829124450684
10,0.9934715032577515,0.9970784783363342,0.8121,0.0,0.9845333695411682,0.8350515365600586,0.9833587408065796,0.6978031992912292,0.771121084690094,0.997559666633606,0.7082973718643188,0.7648094892501831,0.9977631568908691
11,0.9936923980712891,0.9971877336502075,0.9353,0.0,0.9847623109817505,0.9406322836875916,0.983509361743927,0.6982819437980652,0.9516195058822632,0.9975698590278625,0.7139023542404175,0.7649291753768921,0.9977698922157288
12,0.9939584732055664,0.9972270131111145,0.8763,0.0,0.9862827658653259,0.9551765322685242,0.984014093875885,0.6997466087341309,0.9715771079063416,0.9975751042366028,0.7371813654899597,0.7661333680152893,0.9978988170623779
13,0.9940145611763,0.9972887635231018,0.64,0.0,0.9867485165596008,0.9555006623268127,0.993392825126648,0.7025730609893799,0.9728113412857056,0.997584342956543,0.755797803401947,0.7663168907165527,0.9981057047843933
14,0.9943538308143616,0.9974005222320557,0.7483,0.0,0.9891830086708069,0.9776000380516052,0.9950466752052307,0.7043892741203308,0.9747847318649292,0.997592568397522,0.8601254224777222,0.7664240598678589,0.9981330633163452
15,0.9946334958076477,0.9974275827407837,0.7577,0.178051,0.9925023317337036,0.9784178733825684,0.9958452582359314,0.7066233158111572,0.9766621589660645,0.9976154565811157,0.947026789188385,0.7674983143806458,0.9981380105018616
16,0.9954311847686768,0.9974865913391113,0.6809,0.0,0.9928029179573059,0.9793165922164917,0.9961546659469604,0.7284664511680603,0.9784796833992004,0.9976360201835632,0.9516459107398987,0.7677197456359863,0.9983286261558533
17,0.9955530762672424,0.9979632496833801,0.9299,0.0,0.9931772351264954,0.9897620677947998,0.9961877465248108,0.7310540676116943,0.9787569642066956,0.9976797103881836,0.9724962115287781,0.7677447199821472,0.9983636140823364
18,0.9964498281478882,0.9980140924453735,0.5141,0.176251,0.9941509366035461,0.991689920425415,0.997118353843689,0.7426785826683044,0.9847348928451538,0.9979000687599182,0.9748592972755432,0.7682045102119446,0.9984402656555176
19,0.9965565204620361,0.9981378316879272,0.5969,0.0,0.9954975247383118,0.9930256605148315,0.9975607991218567,0.8988945484161377,0.9956312775611877,0.997986912727356,0.9825800061225891,0.7684158086776733,0.998470664024353
