,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
0,0.19465529918670654,0.701461136341095,0.43619999289512634,0.0,0.0,0.6361891627311707,0.6835100054740906,0.0,0.5779141783714294,0.0,0.0,0.0,0.0
1,0.23019275069236755,0.7073656320571899,0.4943999946117401,0.0,0.0,0.6618655920028687,0.7545500993728638,0.0,0.6261614561080933,0.0,0.0,0.0,0.0
2,0.2696482539176941,0.7104109525680542,0.5205000042915344,0.0,0.0,0.7157683968544006,0.7632874846458435,0.0,0.7382829189300537,0.0,0.0,0.0,0.0
3,0.31360650062561035,0.7389070391654968,0.47519999742507935,0.0,0.0,0.7317186594009399,0.7781946063041687,0.0,0.78349769115448,0.0,0.0,0.0,0.0
4,0.3677089214324951,0.7435876727104187,0.5037999749183655,0.0,0.0,0.7406253218650818,0.7856259346008301,0.6205037236213684,0.838794469833374,0.6351645588874817,0.0,0.0,0.0
5,0.5114097595214844,0.7505249977111816,0.3415,0.0,0.0,0.780311107635498,0.8152506351470947,0.8286237716674805,0.847830057144165,0.6365156173706055,0.0,0.0,0.0
6,0.5525377988815308,0.7736748456954956,0.7174,0.0779,0.0,0.8200400471687317,0.8240413069725037,0.8591876029968262,0.8579489588737488,0.6365156173706055,0.0,0.0,0.0
7,0.5621127486228943,0.8031181693077087,0.5843,0.0418,0.0,0.8590914011001587,0.834865152835846,0.8884715437889099,0.9002411961555481,0.6376053094863892,0.0,0.0,0.0
8,0.6727206110954285,0.8137264251708984,0.0,0.2694,0.0,0.88459312915802,0.8356413841247559,0.9061996340751648,0.9035546183586121,0.6376999020576477,0.0,0.0,0.0
9,0.7869643568992615,0.817535400390625,0.3903,0.0784,0.0,0.908816933631897,0.9667730331420898,0.9190061688423157,0.9173868298530579,0.9051461219787598,0.6351645588874817,0.0,0.0
