,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12
0,0.9543589353561401,0.9804089069366455,0.9672999978065491,0.7643,0.955930233001709,0.967109203338623,0.7242241501808167,0.9120709300041199,0.9609841704368591,0.88248610496521,0.9205634593963623,0.9689087271690369,0.9757632613182068
1,0.9567674994468689,0.9804373979568481,0.9154000282287598,0.0,0.9576647281646729,0.9684038162231445,0.7523241639137268,0.931445300579071,0.9716701507568359,0.8824984431266785,0.9205634593963623,0.9689087271690369,0.9758248329162598
2,0.9625450372695923,0.9806153178215027,0.9154000282287598,0.1097,0.9578901529312134,0.9693281054496765,0.7610328197479248,0.9510934948921204,0.976187527179718,0.8826026916503906,0.9205634593963623,0.9689087271690369,0.9758578538894653
3,0.964714527130127,0.9847097992897034,0.9154000282287598,0.6669,0.9579771161079407,0.9724390506744385,0.7758943438529968,0.972974419593811,0.9767704606056213,0.8826026916503906,0.9205634593963623,0.9689087271690369,0.9758589863777161
4,0.9704784154891968,0.9862573742866516,0.9154000282287598,0.0,0.9587737917900085,0.9726024866104126,0.7834449410438538,0.9734525680541992,0.9774013757705688,0.8827080726623535,0.9205634593963623,0.9689087271690369,0.9759082198143005
5,0.9796070456504822,0.9885961413383484,0.9954,0.091,0.9602879881858826,0.9744566679000854,0.81318598985672,0.9779871702194214,0.9789329171180725,0.9779176712036133,0.9205634593963623,0.9689087271690369,0.9762960076332092
6,0.979789674282074,0.9904091954231262,0.9895,0.3512,0.9606282711029053,0.9760783910751343,0.8224437236785889,0.9799862504005432,0.981001079082489,0.9781151413917542,0.9205634593963623,0.9689087271690369,0.9767968654632568
7,0.9832364916801453,0.9907031655311584,0.9448,0.4786,0.9630002975463867,0.9815681576728821,0.8330656290054321,0.9811937808990479,0.9834758639335632,0.9781165719032288,0.9211657047271729,0.9689087271690369,0.9770684838294983
8,0.9863410592079163,0.9918379783630371,0.9813,0.4068,0.9807502627372742,0.9848675727844238,0.8338287472724915,0.9819239974021912,0.9884383082389832,0.9790297746658325,0.9250235557556152,0.9689087271690369,0.9779632091522217
9,0.9892175793647766,0.9919673800468445,0.9948,0.0,0.9813918471336365,0.9924575090408325,0.968191921710968,0.9820486307144165,0.9935040473937988,0.9800764322280884,0.9452716112136841,0.9689087271690369,0.978085994720459
