,config,time,commit
0,--gvn ,3.3430999999999997,llvmorg-14.0.5
1,--instcombine ,3.9621000000000004,llvmorg-14.0.5
2,--inline ,0.8744000000000003,llvmorg-14.0.5
3,--jump-threading ,1.0985000000000003,llvmorg-14.0.5
4,--simplifycfg ,1.0219000000000003,llvmorg-14.0.5
5,--sccp ,1.1666,llvmorg-14.0.5
6,--ipsccp ,1.2916,llvmorg-14.0.5
7,--licm ,1.6324999999999992,llvmorg-14.0.5
8,--iv-users ,1.813300000000001,llvmorg-14.0.5
9,--gvn --instcombine ,5.146300000000001,llvmorg-14.0.5
10,--gvn --inline ,3.3999999999999995,llvmorg-14.0.5
11,--gvn --jump-threading ,3.5082000000000026,llvmorg-14.0.5
12,--gvn --simplifycfg ,3.4347000000000008,llvmorg-14.0.5
13,--gvn --sccp ,3.513299999999999,llvmorg-14.0.5
14,--gvn --ipsccp ,3.537299999999999,llvmorg-14.0.5
15,--gvn --licm ,3.849899999999999,llvmorg-14.0.5
16,--gvn --iv-users ,3.985,llvmorg-14.0.5
17,--instcombine --inline ,3.9250999999999996,llvmorg-14.0.5
18,--instcombine --jump-threading ,4.0525,llvmorg-14.0.5
19,--instcombine --simplifycfg ,3.968,llvmorg-14.0.5
20,--instcombine --sccp ,4.114000000000001,llvmorg-14.0.5
21,--instcombine --ipsccp ,4.155600000000001,llvmorg-14.0.5
22,--instcombine --licm ,4.415499999999999,llvmorg-14.0.5
23,--instcombine --iv-users ,4.866899999999999,llvmorg-14.0.5
24,--inline --jump-threading ,1.2239,llvmorg-14.0.5
25,--inline --simplifycfg ,1.037,llvmorg-14.0.5
26,--inline --sccp ,1.2324999999999997,llvmorg-14.0.5
27,--inline --ipsccp ,1.3426000000000005,llvmorg-14.0.5
28,--inline --licm ,1.634599999999999,llvmorg-14.0.5
29,--inline --iv-users ,1.789,llvmorg-14.0.5
30,--jump-threading --simplifycfg ,1.1902,llvmorg-14.0.5
31,--jump-threading --sccp ,1.3116000000000003,llvmorg-14.0.5
32,--jump-threading --ipsccp ,1.4399000000000006,llvmorg-14.0.5
33,--jump-threading --licm ,1.7779999999999996,llvmorg-14.0.5
34,--jump-threading --iv-users ,1.8628000000000005,llvmorg-14.0.5
35,--simplifycfg --sccp ,1.2118000000000004,llvmorg-14.0.5
36,--simplifycfg --ipsccp ,1.3001999999999998,llvmorg-14.0.5
37,--simplifycfg --licm ,1.6839999999999997,llvmorg-14.0.5
38,--simplifycfg --iv-users ,1.7472000000000005,llvmorg-14.0.5
39,--sccp --ipsccp ,1.5119999999999996,llvmorg-14.0.5
40,--sccp --licm ,1.8611,llvmorg-14.0.5
41,--sccp --iv-users ,2.0375000000000005,llvmorg-14.0.5
42,--ipsccp --licm ,1.8566999999999998,llvmorg-14.0.5
43,--ipsccp --iv-users ,2.0459999999999994,llvmorg-14.0.5
44,--licm --iv-users ,2.3360999999999996,llvmorg-14.0.5
45,--gvn --instcombine --inline ,5.1911,llvmorg-14.0.5
46,--gvn --instcombine --jump-threading ,5.253100000000001,llvmorg-14.0.5
47,--gvn --instcombine --simplifycfg ,5.2025999999999994,llvmorg-14.0.5
48,--gvn --instcombine --sccp ,5.310900000000002,llvmorg-14.0.5
49,--gvn --instcombine --ipsccp ,5.3246,llvmorg-14.0.5
50,--gvn --instcombine --licm ,5.552000000000001,llvmorg-14.0.5
51,--gvn --instcombine --iv-users ,5.939500000000001,llvmorg-14.0.5
52,--gvn --inline --jump-threading ,3.5067000000000004,llvmorg-14.0.5
53,--gvn --inline --simplifycfg ,3.4269999999999996,llvmorg-14.0.5
54,--gvn --inline --sccp ,3.5211999999999986,llvmorg-14.0.5
55,--gvn --inline --ipsccp ,3.6158000000000015,llvmorg-14.0.5
56,--gvn --inline --licm ,3.8235999999999994,llvmorg-14.0.5
