,config,time,commit
0,--gvn ,3.3994000000000004,llvmorg-10.0.0-rc3
1,--instcombine ,4.017500000000001,llvmorg-10.0.0-rc3
2,--inline ,0.8394999999999999,llvmorg-10.0.0-rc3
3,--jump-threading ,1.1406,llvmorg-10.0.0-rc3
4,--simplifycfg ,1.0228000000000002,llvmorg-10.0.0-rc3
5,--sccp ,1.1670999999999998,llvmorg-10.0.0-rc3
6,--ipsccp ,1.28,llvmorg-10.0.0-rc3
7,--licm ,1.6162999999999998,llvmorg-10.0.0-rc3
8,--iv-users ,1.8115000000000003,llvmorg-10.0.0-rc3
9,--gvn --instcombine ,5.236100000000001,llvmorg-10.0.0-rc3
10,--gvn --inline ,3.436300000000001,llvmorg-10.0.0-rc3
11,--gvn --jump-threading ,3.5705,llvmorg-10.0.0-rc3
12,--gvn --simplifycfg ,3.474900000000001,llvmorg-10.0.0-rc3
13,--gvn --sccp ,3.535000000000001,llvmorg-10.0.0-rc3
14,--gvn --ipsccp ,3.6234000000000015,llvmorg-10.0.0-rc3
15,--gvn --licm ,3.9042000000000017,llvmorg-10.0.0-rc3
16,--gvn --iv-users ,4.0731,llvmorg-10.0.0-rc3
17,--instcombine --inline ,3.957200000000001,llvmorg-10.0.0-rc3
18,--instcombine --jump-threading ,4.069999999999999,llvmorg-10.0.0-rc3
19,--instcombine --simplifycfg ,3.997400000000001,llvmorg-10.0.0-rc3
20,--instcombine --sccp ,4.145500000000002,llvmorg-10.0.0-rc3
21,--instcombine --ipsccp ,4.264399999999999,llvmorg-10.0.0-rc3
22,--instcombine --licm ,4.4903,llvmorg-10.0.0-rc3
23,--instcombine --iv-users ,4.8599,llvmorg-10.0.0-rc3
24,--inline --jump-threading ,1.113,llvmorg-10.0.0-rc3
25,--inline --simplifycfg ,1.0401999999999996,llvmorg-10.0.0-rc3
26,--inline --sccp ,1.2516999999999998,llvmorg-10.0.0-rc3
27,--inline --ipsccp ,1.2851,llvmorg-10.0.0-rc3
28,--inline --licm ,1.6566000000000005,llvmorg-10.0.0-rc3
29,--inline --iv-users ,1.8507000000000005,llvmorg-10.0.0-rc3
30,--jump-threading --simplifycfg ,1.1471,llvmorg-10.0.0-rc3
31,--jump-threading --sccp ,1.3502999999999996,llvmorg-10.0.0-rc3
32,--jump-threading --ipsccp ,1.3886,llvmorg-10.0.0-rc3
33,--jump-threading --licm ,1.7773000000000005,llvmorg-10.0.0-rc3
34,--jump-threading --iv-users ,1.8802,llvmorg-10.0.0-rc3
35,--simplifycfg --sccp ,1.2600000000000002,llvmorg-10.0.0-rc3
36,--simplifycfg --ipsccp ,1.3023000000000002,llvmorg-10.0.0-rc3
37,--simplifycfg --licm ,1.6404999999999996,llvmorg-10.0.0-rc3
38,--simplifycfg --iv-users ,1.7910000000000006,llvmorg-10.0.0-rc3
39,--sccp --ipsccp ,1.5413999999999999,llvmorg-10.0.0-rc3
40,--sccp --licm ,1.8398000000000003,llvmorg-10.0.0-rc3
41,--sccp --iv-users ,1.9735000000000007,llvmorg-10.0.0-rc3
42,--ipsccp --licm ,1.861,llvmorg-10.0.0-rc3
43,--ipsccp --iv-users ,1.9356999999999998,llvmorg-10.0.0-rc3
44,--licm --iv-users ,2.3750000000000004,llvmorg-10.0.0-rc3
45,--gvn --instcombine --inline ,5.219399999999999,llvmorg-10.0.0-rc3
46,--gvn --instcombine --jump-threading ,5.294400000000002,llvmorg-10.0.0-rc3
47,--gvn --instcombine --simplifycfg ,5.212500000000003,llvmorg-10.0.0-rc3
48,--gvn --instcombine --sccp ,5.358500000000003,llvmorg-10.0.0-rc3
49,--gvn --instcombine --ipsccp ,5.420600000000001,llvmorg-10.0.0-rc3
50,--gvn --instcombine --licm ,5.660400000000003,llvmorg-10.0.0-rc3
51,--gvn --instcombine --iv-users ,5.982800000000001,llvmorg-10.0.0-rc3
52,--gvn --inline --jump-threading ,3.5806000000000013,llvmorg-10.0.0-rc3
53,--gvn --inline --simplifycfg ,3.459900000000001,llvmorg-10.0.0-rc3
54,--gvn --inline --sccp ,3.565900000000001,llvmorg-10.0.0-rc3
55,--gvn --inline --ipsccp ,3.6510000000000007,llvmorg-10.0.0-rc3
56,--gvn --inline --licm ,3.8543000000000003,llvmorg-10.0.0-rc3
57,--gvn --inline --iv-users ,4.064600000000002,llvmorg-10.0.0-rc3
58,--gvn --jump-threading --simplifycfg ,3.5251000000000023,llvmorg-10.0.0-rc3
59,--gvn --jump-threading --sccp ,3.7368000000000015,llvmorg-10.0.0-rc3
60,--gvn --jump-threading --ipsccp ,3.7207000000000003,llvmorg-10.0.0-rc3
61,--gvn --jump-threading --licm ,3.9983000000000013,llvmorg-10.0.0-rc3
62,--gvn --jump-threading --iv-users ,4.191700000000001,llvmorg-10.0.0-rc3
63,--gvn --simplifycfg --sccp ,3.5690000000000013,llvmorg-10.0.0-rc3
64,--gvn --simplifycfg --ipsccp ,3.6417000000000024,llvmorg-10.0.0-rc3
65,--gvn --simplifycfg --licm ,3.8907000000000003,llvmorg-10.0.0-rc3
66,--gvn --simplifycfg --iv-users ,4.0645,llvmorg-10.0.0-rc3
67,--gvn --sccp --ipsccp ,3.8042999999999996,llvmorg-10.0.0-rc3
68,--gvn --sccp --licm ,3.985900000000002,llvmorg-10.0.0-rc3
69,--gvn --sccp --iv-users ,4.189400000000001,llvmorg-10.0.0-rc3
70,--gvn --ipsccp --licm ,4.100900000000002,llvmorg-10.0.0-rc3
71,--gvn --ipsccp --iv-users ,4.220900000000001,llvmorg-10.0.0-rc3
72,--gvn --licm --iv-users ,4.4647,llvmorg-10.0.0-rc3
73,--instcombine --inline --jump-threading ,4.096199999999999,llvmorg-10.0.0-rc3
74,--instcombine --inline --simplifycfg ,4.124000000000001,llvmorg-10.0.0-rc3
75,--instcombine --inline --sccp ,4.229700000000001,llvmorg-10.0.0-rc3
76,--instcombine --inline --ipsccp ,4.2263,llvmorg-10.0.0-rc3
77,--instcombine --inline --licm ,4.511800000000003,llvmorg-10.0.0-rc3
78,--instcombine --inline --iv-users ,4.989299999999999,llvmorg-10.0.0-rc3
79,--instcombine --jump-threading --simplifycfg ,4.1591000000000005,llvmorg-10.0.0-rc3
80,--instcombine --jump-threading --sccp ,4.249800000000001,llvmorg-10.0.0-rc3
81,--instcombine --jump-threading --ipsccp ,4.3252000000000015,llvmorg-10.0.0-rc3
82,--instcombine --jump-threading --licm ,4.544799999999999,llvmorg-10.0.0-rc3
83,--instcombine --jump-threading --iv-users ,4.9655000000000005,llvmorg-10.0.0-rc3
84,--instcombine --simplifycfg --sccp ,4.2052000000000005,llvmorg-10.0.0-rc3
85,--instcombine --simplifycfg --ipsccp ,4.3299,llvmorg-10.0.0-rc3
86,--instcombine --simplifycfg --licm ,4.5677,llvmorg-10.0.0-rc3
87,--instcombine --simplifycfg --iv-users ,4.952699999999999,llvmorg-10.0.0-rc3
88,--instcombine --sccp --ipsccp ,4.423800000000003,llvmorg-10.0.0-rc3
89,--instcombine --sccp --licm ,4.6979,llvmorg-10.0.0-rc3
90,--instcombine --sccp --iv-users ,5.096100000000002,llvmorg-10.0.0-rc3
91,--instcombine --ipsccp --licm ,4.752000000000002,llvmorg-10.0.0-rc3
92,--instcombine --ipsccp --iv-users ,5.1232999999999995,llvmorg-10.0.0-rc3
93,--instcombine --licm --iv-users ,5.348699999999999,llvmorg-10.0.0-rc3
94,--inline --jump-threading --simplifycfg ,1.1990000000000005,llvmorg-10.0.0-rc3
95,--inline --jump-threading --sccp ,1.3667,llvmorg-10.0.0-rc3
96,--inline --jump-threading --ipsccp ,1.4324999999999999,llvmorg-10.0.0-rc3
97,--inline --jump-threading --licm ,1.7637000000000005,llvmorg-10.0.0-rc3
98,--inline --jump-threading --iv-users ,1.8333,llvmorg-10.0.0-rc3
99,--inline --simplifycfg --sccp ,1.2717999999999994,llvmorg-10.0.0-rc3
100,--inline --simplifycfg --ipsccp ,1.3171999999999995,llvmorg-10.0.0-rc3
101,--inline --simplifycfg --licm ,1.7106,llvmorg-10.0.0-rc3
102,--inline --simplifycfg --iv-users ,1.8822000000000003,llvmorg-10.0.0-rc3
103,--inline --sccp --ipsccp ,1.5568,llvmorg-10.0.0-rc3
104,--inline --sccp --licm ,1.8646000000000003,llvmorg-10.0.0-rc3
105,--inline --sccp --iv-users ,2.0741000000000005,llvmorg-10.0.0-rc3
106,--inline --ipsccp --licm ,1.9219,llvmorg-10.0.0-rc3
107,--inline --ipsccp --iv-users ,2.0170999999999997,llvmorg-10.0.0-rc3
108,--inline --licm --iv-users ,2.4045000000000005,llvmorg-10.0.0-rc3
109,--jump-threading --simplifycfg --sccp ,1.398799999999999,llvmorg-10.0.0-rc3
110,--jump-threading --simplifycfg --ipsccp ,1.4331,llvmorg-10.0.0-rc3
111,--jump-threading --simplifycfg --licm ,1.8142,llvmorg-10.0.0-rc3
112,--jump-threading --simplifycfg --iv-users ,1.9264,llvmorg-10.0.0-rc3
113,--jump-threading --sccp --ipsccp ,1.6093000000000002,llvmorg-10.0.0-rc3
114,--jump-threading --sccp --licm ,1.9130999999999998,llvmorg-10.0.0-rc3
115,--jump-threading --sccp --iv-users ,2.0569999999999995,llvmorg-10.0.0-rc3
116,--jump-threading --ipsccp --licm ,1.9659000000000002,llvmorg-10.0.0-rc3
117,--jump-threading --ipsccp --iv-users ,2.1136999999999997,llvmorg-10.0.0-rc3
118,--jump-threading --licm --iv-users ,2.4628000000000005,llvmorg-10.0.0-rc3
119,--simplifycfg --sccp --ipsccp ,1.525,llvmorg-10.0.0-rc3
120,--simplifycfg --sccp --licm ,1.8827,llvmorg-10.0.0-rc3
121,--simplifycfg --sccp --iv-users ,2.0195999999999996,llvmorg-10.0.0-rc3
122,--simplifycfg --ipsccp --licm ,1.8545,llvmorg-10.0.0-rc3
123,--simplifycfg --ipsccp --iv-users ,1.9409999999999998,llvmorg-10.0.0-rc3
124,--simplifycfg --licm --iv-users ,2.3812999999999995,llvmorg-10.0.0-rc3
125,--sccp --ipsccp --licm ,2.0965000000000007,llvmorg-10.0.0-rc3
126,--sccp --ipsccp --iv-users ,2.1827000000000005,llvmorg-10.0.0-rc3
127,--sccp --licm --iv-users ,2.5334999999999996,llvmorg-10.0.0-rc3
128,--ipsccp --licm --iv-users ,2.6305999999999994,llvmorg-10.0.0-rc3
129,--gvn --instcombine --inline --jump-threading ,5.325799999999999,llvmorg-10.0.0-rc3
130,--gvn --instcombine --inline --simplifycfg ,5.2919,llvmorg-10.0.0-rc3
131,--gvn --instcombine --inline --sccp ,5.406000000000002,llvmorg-10.0.0-rc3
132,--gvn --instcombine --inline --ipsccp ,5.3787,llvmorg-10.0.0-rc3
133,--gvn --instcombine --inline --licm ,5.674500000000002,llvmorg-10.0.0-rc3
134,--gvn --instcombine --inline --iv-users ,5.993200000000001,llvmorg-10.0.0-rc3
135,--gvn --instcombine --jump-threading --simplifycfg ,5.342400000000002,llvmorg-10.0.0-rc3
136,--gvn --instcombine --jump-threading --sccp ,5.497299999999998,llvmorg-10.0.0-rc3
137,--gvn --instcombine --jump-threading --ipsccp ,5.498900000000001,llvmorg-10.0.0-rc3
138,--gvn --instcombine --jump-threading --licm ,5.7993000000000015,llvmorg-10.0.0-rc3
139,--gvn --instcombine --jump-threading --iv-users ,6.085000000000003,llvmorg-10.0.0-rc3
140,--gvn --instcombine --simplifycfg --sccp ,5.434000000000002,llvmorg-10.0.0-rc3
141,--gvn --instcombine --simplifycfg --ipsccp ,5.4679,llvmorg-10.0.0-rc3
142,--gvn --instcombine --simplifycfg --licm ,5.7287,llvmorg-10.0.0-rc3
143,--gvn --instcombine --simplifycfg --iv-users ,6.1103000000000005,llvmorg-10.0.0-rc3
144,--gvn --instcombine --sccp --ipsccp ,5.529400000000001,llvmorg-10.0.0-rc3
145,--gvn --instcombine --sccp --licm ,5.740000000000002,llvmorg-10.0.0-rc3
146,--gvn --instcombine --sccp --iv-users ,6.100599999999999,llvmorg-10.0.0-rc3
147,--gvn --instcombine --ipsccp --licm ,5.8694,llvmorg-10.0.0-rc3
148,--gvn --instcombine --ipsccp --iv-users ,6.181399999999999,llvmorg-10.0.0-rc3
149,--gvn --instcombine --licm --iv-users ,6.355899999999999,llvmorg-10.0.0-rc3
150,--gvn --inline --jump-threading --simplifycfg ,3.5829000000000004,llvmorg-10.0.0-rc3
151,--gvn --inline --jump-threading --sccp ,3.712100000000001,llvmorg-10.0.0-rc3
152,--gvn --inline --jump-threading --ipsccp ,3.7502000000000013,llvmorg-10.0.0-rc3
153,--gvn --inline --jump-threading --licm ,4.004300000000001,llvmorg-10.0.0-rc3
154,--gvn --inline --jump-threading --iv-users ,4.1332,llvmorg-10.0.0-rc3
155,--gvn --inline --simplifycfg --sccp ,3.565700000000001,llvmorg-10.0.0-rc3
156,--gvn --inline --simplifycfg --ipsccp ,3.6862000000000004,llvmorg-10.0.0-rc3
