,config,time
0,--jump-threading ,1.9064559936523438
1,--inline ,1.772665023803711
2,--dce ,2.1228294372558594
3,--loop-vectorize ,2.1653101444244385
4,--globalopt ,1.3242437839508057
5,--float2int ,1.2413849830627441
6,--aa ,1.29740309715271
7,--objc-arc ,1.2487292289733887
8,--jump-threading --inline ,1.454679012298584
9,--jump-threading --dce ,1.434483289718628
10,--jump-threading --loop-vectorize ,2.072185516357422
11,--jump-threading --globalopt ,1.409184217453003
12,--jump-threading --float2int ,1.436108112335205
13,--jump-threading --aa ,1.4220433235168457
14,--jump-threading --objc-arc ,1.4654808044433594
15,--inline --dce ,1.3604607582092285
16,--inline --loop-vectorize ,2.0386064052581787
17,--inline --globalopt ,1.351555347442627
18,--inline --float2int ,1.304795742034912
19,--inline --aa ,1.3025081157684326
20,--inline --objc-arc ,1.3050367832183838
21,--dce --loop-vectorize ,2.0067360401153564
22,--dce --globalopt ,1.2993435859680176
23,--dce --float2int ,1.3046433925628662
24,--dce --aa ,1.300978183746338
25,--dce --objc-arc ,1.3623239994049072
26,--loop-vectorize --globalopt ,1.9761879444122314
27,--loop-vectorize --float2int ,2.0006186962127686
28,--loop-vectorize --aa ,2.0414414405822754
29,--loop-vectorize --objc-arc ,2.0024359226226807
30,--globalopt --float2int ,1.3060905933380127
31,--globalopt --aa ,1.2986774444580078
32,--globalopt --objc-arc ,1.3043279647827148
33,--float2int --aa ,1.2401509284973145
34,--float2int --objc-arc ,1.2814228534698486
35,--aa --objc-arc ,1.2485191822052002
36,--jump-threading --inline --dce ,1.4500815868377686
37,--jump-threading --inline --loop-vectorize ,2.0861570835113525
38,--jump-threading --inline --globalopt ,1.4423112869262695
39,--jump-threading --inline --float2int ,1.4659032821655273
40,--jump-threading --inline --aa ,1.456294059753418
41,--jump-threading --inline --objc-arc ,1.4948980808258057
42,--jump-threading --dce --loop-vectorize ,2.080629825592041
43,--jump-threading --dce --globalopt ,1.4112367630004883
44,--jump-threading --dce --float2int ,1.4603934288024902
45,--jump-threading --dce --aa ,1.4518945217132568
46,--jump-threading --dce --objc-arc ,1.424835443496704
47,--jump-threading --loop-vectorize --globalopt ,2.0414698123931885
48,--jump-threading --loop-vectorize --float2int ,2.0906524658203125
49,--jump-threading --loop-vectorize --aa ,2.0620229244232178
50,--jump-threading --loop-vectorize --objc-arc ,2.0819251537323
51,--jump-threading --globalopt --float2int ,1.4283623695373535
52,--jump-threading --globalopt --aa ,1.4508860111236572
53,--jump-threading --globalopt --objc-arc ,1.4493725299835205
54,--jump-threading --float2int --aa ,1.447249174118042
55,--jump-threading --float2int --objc-arc ,1.4509975910186768
56,--jump-threading --aa --objc-arc ,1.4401977062225342
57,--inline --dce --loop-vectorize ,2.0441648960113525
58,--inline --dce --globalopt ,1.3619952201843262
59,--inline --dce --float2int ,1.3893320560455322
60,--inline --dce --aa ,1.3806405067443848
61,--inline --dce --objc-arc ,1.3875916004180908
62,--inline --loop-vectorize --globalopt ,2.047962188720703
63,--inline --loop-vectorize --float2int ,2.065077066421509
64,--inline --loop-vectorize --aa ,2.0459253787994385
65,--inline --loop-vectorize --objc-arc ,2.1038243770599365
66,--inline --globalopt --float2int ,1.3890516757965088
67,--inline --globalopt --aa ,1.392320156097412
68,--inline --globalopt --objc-arc ,1.3897273540496826
69,--inline --float2int --aa ,1.3345000743865967
70,--inline --float2int --objc-arc ,1.3216619491577148
71,--inline --aa --objc-arc ,1.3379733562469482
72,--dce --loop-vectorize --globalopt ,2.00361967086792
73,--dce --loop-vectorize --float2int ,2.0137219429016113
74,--dce --loop-vectorize --aa ,2.0082714557647705
75,--dce --loop-vectorize --objc-arc ,1.997833013534546
76,--dce --globalopt --float2int ,1.3100736141204834
77,--dce --globalopt --aa ,1.33750581741333
78,--dce --globalopt --objc-arc ,1.3282697200775146
79,--dce --float2int --aa ,1.311483383178711
80,--dce --float2int --objc-arc ,1.3175828456878662
81,--dce --aa --objc-arc ,1.355679988861084
82,--loop-vectorize --globalopt --float2int ,2.008040189743042
83,--loop-vectorize --globalopt --aa ,1.9982213973999023
84,--loop-vectorize --globalopt --objc-arc ,2.0014283657073975
85,--loop-vectorize --float2int --aa ,2.0039589405059814
