,config,time,commit_num
19097,sudo lrzip -z -L 8 -w 81 -N 12 -p 2,445.02,19
19098,sudo lrzip -z -L 8 -w 81 -N 12 -p 3,376.0,19
19099,sudo lrzip -z -L 8 -w 81 -N 12 -p 4,358.05,19
19100,sudo lrzip -z -L 9 -w 1 -N -20 -p 1,689.92,19
19101,sudo lrzip -z -L 9 -w 1 -N -20 -p 2,393.14,19
19102,sudo lrzip -z -L 9 -w 1 -N -20 -p 3,353.5,19
19103,sudo lrzip -z -L 9 -w 1 -N -20 -p 4,330.35,19
19104,sudo lrzip -z -L 9 -w 1 -N -12 -p 1,691.69,19
19105,sudo lrzip -z -L 9 -w 1 -N -12 -p 2,390.46,19
19106,sudo lrzip -z -L 9 -w 1 -N -12 -p 3,355.17,19
19107,sudo lrzip -z -L 9 -w 1 -N -12 -p 4,320.96,19
19108,sudo lrzip -z -L 9 -w 1 -N -4 -p 1,691.54,19
19109,sudo lrzip -z -L 9 -w 1 -N -4 -p 2,393.32,19
19110,sudo lrzip -z -L 9 -w 1 -N -4 -p 3,365.95,19
19111,sudo lrzip -z -L 9 -w 1 -N -4 -p 4,331.17,19
19112,sudo lrzip -z -L 9 -w 1 -N 4 -p 1,691.47,19
19113,sudo lrzip -z -L 9 -w 1 -N 4 -p 2,401.59,19
19114,sudo lrzip -z -L 9 -w 1 -N 4 -p 3,361.18,19
19115,sudo lrzip -z -L 9 -w 1 -N 4 -p 4,331.2,19
19116,sudo lrzip -z -L 9 -w 1 -N 12 -p 1,690.17,19
19117,sudo lrzip -z -L 9 -w 1 -N 12 -p 2,402.31,19
19118,sudo lrzip -z -L 9 -w 1 -N 12 -p 3,355.41,19
19119,sudo lrzip -z -L 9 -w 1 -N 12 -p 4,329.59,19
19120,sudo lrzip -z -L 9 -w 21 -N -20 -p 1,798.55,19
19121,sudo lrzip -z -L 9 -w 21 -N -20 -p 2,448.95,19
19122,sudo lrzip -z -L 9 -w 21 -N -20 -p 3,383.68,19
19123,sudo lrzip -z -L 9 -w 21 -N -20 -p 4,354.67,19
19124,sudo lrzip -z -L 9 -w 21 -N -12 -p 1,799.31,19
19125,sudo lrzip -z -L 9 -w 21 -N -12 -p 2,446.32,19
19126,sudo lrzip -z -L 9 -w 21 -N -12 -p 3,374.33,19
19127,sudo lrzip -z -L 9 -w 21 -N -12 -p 4,381.5,19
19128,sudo lrzip -z -L 9 -w 21 -N -4 -p 1,833.21,19
19129,sudo lrzip -z -L 9 -w 21 -N -4 -p 2,458.26,19
19130,sudo lrzip -z -L 9 -w 21 -N -4 -p 3,407.89,19
19131,sudo lrzip -z -L 9 -w 21 -N -4 -p 4,373.38,19
19132,sudo lrzip -z -L 9 -w 21 -N 4 -p 1,846.1,19
19133,sudo lrzip -z -L 9 -w 21 -N 4 -p 2,476.97,19
19134,sudo lrzip -z -L 9 -w 21 -N 4 -p 3,402.75,19
19135,sudo lrzip -z -L 9 -w 21 -N 4 -p 4,391.54,19
19136,sudo lrzip -z -L 9 -w 21 -N 12 -p 1,839.4,19
19137,sudo lrzip -z -L 9 -w 21 -N 12 -p 2,481.59,19
19138,sudo lrzip -z -L 9 -w 21 -N 12 -p 3,414.19,19
19139,sudo lrzip -z -L 9 -w 21 -N 12 -p 4,373.47,19
19140,sudo lrzip -z -L 9 -w 41 -N -20 -p 1,855.82,19
19141,sudo lrzip -z -L 9 -w 41 -N -20 -p 2,474.87,19
19142,sudo lrzip -z -L 9 -w 41 -N -20 -p 3,403.66,19
19143,sudo lrzip -z -L 9 -w 41 -N -20 -p 4,389.5,19
19144,sudo lrzip -z -L 9 -w 41 -N -12 -p 1,855.89,19
19145,sudo lrzip -z -L 9 -w 41 -N -12 -p 2,477.82,19
19146,sudo lrzip -z -L 9 -w 41 -N -12 -p 3,402.09,19
19147,sudo lrzip -z -L 9 -w 41 -N -12 -p 4,385.42,19
19148,sudo lrzip -z -L 9 -w 41 -N -4 -p 1,855.14,19
19149,sudo lrzip -z -L 9 -w 41 -N -4 -p 2,466.3,19
19150,sudo lrzip -z -L 9 -w 41 -N -4 -p 3,398.01,19
19151,sudo lrzip -z -L 9 -w 41 -N -4 -p 4,363.0,19
19152,sudo lrzip -z -L 9 -w 41 -N 4 -p 1,816.31,19
19153,sudo lrzip -z -L 9 -w 41 -N 4 -p 2,454.76,19
19154,sudo lrzip -z -L 9 -w 41 -N 4 -p 3,382.13,19
19155,sudo lrzip -z -L 9 -w 41 -N 4 -p 4,356.73,19
19156,sudo lrzip -z -L 9 -w 41 -N 12 -p 1,797.47,19
19157,sudo lrzip -z -L 9 -w 41 -N 12 -p 2,452.54,19
19158,sudo lrzip -z -L 9 -w 41 -N 12 -p 3,378.3,19
19159,sudo lrzip -z -L 9 -w 41 -N 12 -p 4,356.0,19
19160,sudo lrzip -z -L 9 -w 61 -N -20 -p 1,799.53,19
19161,sudo lrzip -z -L 9 -w 61 -N -20 -p 2,450.1,19
19162,sudo lrzip -z -L 9 -w 61 -N -20 -p 3,388.56,19
19163,sudo lrzip -z -L 9 -w 61 -N -20 -p 4,358.72,19
19164,sudo lrzip -z -L 9 -w 61 -N -12 -p 1,798.38,19
19165,sudo lrzip -z -L 9 -w 61 -N -12 -p 2,446.18,19
19166,sudo lrzip -z -L 9 -w 61 -N -12 -p 3,384.69,19
19167,sudo lrzip -z -L 9 -w 61 -N -12 -p 4,355.1,19
19168,sudo lrzip -z -L 9 -w 61 -N -4 -p 1,798.1,19
19169,sudo lrzip -z -L 9 -w 61 -N -4 -p 2,442.48,19
19170,sudo lrzip -z -L 9 -w 61 -N -4 -p 3,379.86,19
19171,sudo lrzip -z -L 9 -w 61 -N -4 -p 4,357.29,19
19172,sudo lrzip -z -L 9 -w 61 -N 4 -p 1,799.44,19
19173,sudo lrzip -z -L 9 -w 61 -N 4 -p 2,451.42,19
19174,sudo lrzip -z -L 9 -w 61 -N 4 -p 3,387.04,19
19175,sudo lrzip -z -L 9 -w 61 -N 4 -p 4,355.92,19
19176,sudo lrzip -z -L 9 -w 61 -N 12 -p 1,798.97,19
19177,sudo lrzip -z -L 9 -w 61 -N 12 -p 2,449.12,19
19178,sudo lrzip -z -L 9 -w 61 -N 12 -p 3,383.6,19
19179,sudo lrzip -z -L 9 -w 61 -N 12 -p 4,353.97,19
19180,sudo lrzip -z -L 9 -w 81 -N -20 -p 1,797.75,19
19181,sudo lrzip -z -L 9 -w 81 -N -20 -p 2,453.01,19
19182,sudo lrzip -z -L 9 -w 81 -N -20 -p 3,384.63,19
19183,sudo lrzip -z -L 9 -w 81 -N -20 -p 4,354.33,19
19184,sudo lrzip -z -L 9 -w 81 -N -12 -p 1,798.33,19
19185,sudo lrzip -z -L 9 -w 81 -N -12 -p 2,449.88,19
19186,sudo lrzip -z -L 9 -w 81 -N -12 -p 3,375.34,19
19187,sudo lrzip -z -L 9 -w 81 -N -12 -p 4,356.57,19
19188,sudo lrzip -z -L 9 -w 81 -N -4 -p 1,800.96,19
19189,sudo lrzip -z -L 9 -w 81 -N -4 -p 2,448.21,19
19190,sudo lrzip -z -L 9 -w 81 -N -4 -p 3,383.0,19
19191,sudo lrzip -z -L 9 -w 81 -N -4 -p 4,360.42,19
19192,sudo lrzip -z -L 9 -w 81 -N 4 -p 1,805.71,19
19193,sudo lrzip -z -L 9 -w 81 -N 4 -p 2,444.65,19
19194,sudo lrzip -z -L 9 -w 81 -N 4 -p 3,390.89,19
19195,sudo lrzip -z -L 9 -w 81 -N 4 -p 4,358.85,19
19196,sudo lrzip -z -L 9 -w 81 -N 12 -p 1,800.28,19
19197,sudo lrzip -z -L 9 -w 81 -N 12 -p 2,449.9,19
19198,sudo lrzip -z -L 9 -w 81 -N 12 -p 3,374.45,19
19199,sudo lrzip -z -L 9 -w 81 -N 12 -p 4,356.04,19
19200,sudo lrzip -b -L 8 -w 1 -N -20 -p 1,25.18,19
19201,sudo lrzip -b -L 8 -w 1 -N -20 -p 2,20.2,19
19202,sudo lrzip -b -L 8 -w 1 -N -20 -p 3,20.11,19
19203,sudo lrzip -b -L 8 -w 1 -N -20 -p 4,19.39,19
19204,sudo lrzip -b -L 8 -w 1 -N -12 -p 1,25.12,19
19205,sudo lrzip -b -L 8 -w 1 -N -12 -p 2,20.26,19
19206,sudo lrzip -b -L 8 -w 1 -N -12 -p 3,20.25,19
19207,sudo lrzip -b -L 8 -w 1 -N -12 -p 4,19.24,19
19208,sudo lrzip -b -L 8 -w 1 -N -4 -p 1,25.11,19
19209,sudo lrzip -b -L 8 -w 1 -N -4 -p 2,20.27,19
19210,sudo lrzip -b -L 8 -w 1 -N -4 -p 3,20.46,19
19211,sudo lrzip -b -L 8 -w 1 -N -4 -p 4,18.96,19
19212,sudo lrzip -b -L 8 -w 1 -N 4 -p 1,25.56,19
19213,sudo lrzip -b -L 8 -w 1 -N 4 -p 2,20.44,19
19214,sudo lrzip -b -L 8 -w 1 -N 4 -p 3,19.89,19
19215,sudo lrzip -b -L 8 -w 1 -N 4 -p 4,18.86,19
19216,sudo lrzip -b -L 8 -w 1 -N 12 -p 1,25.67,19
19217,sudo lrzip -b -L 8 -w 1 -N 12 -p 2,20.39,19
19218,sudo lrzip -b -L 8 -w 1 -N 12 -p 3,19.75,19
19219,sudo lrzip -b -L 8 -w 1 -N 12 -p 4,18.93,19
19220,sudo lrzip -b -L 8 -w 21 -N -20 -p 1,32.38,19
19221,sudo lrzip -b -L 8 -w 21 -N -20 -p 2,19.04,19
19222,sudo lrzip -b -L 8 -w 21 -N -20 -p 3,18.7,19
19223,sudo lrzip -b -L 8 -w 21 -N -20 -p 4,16.61,19
19224,sudo lrzip -b -L 8 -w 21 -N -12 -p 1,32.37,19
19225,sudo lrzip -b -L 8 -w 21 -N -12 -p 2,19.05,19
19226,sudo lrzip -b -L 8 -w 21 -N -12 -p 3,18.41,19
19227,sudo lrzip -b -L 8 -w 21 -N -12 -p 4,16.27,19
19228,sudo lrzip -b -L 8 -w 21 -N -4 -p 1,32.42,19
19229,sudo lrzip -b -L 8 -w 21 -N -4 -p 2,19.62,19
19230,sudo lrzip -b -L 8 -w 21 -N -4 -p 3,18.47,19
19231,sudo lrzip -b -L 8 -w 21 -N -4 -p 4,15.87,19
19232,sudo lrzip -b -L 8 -w 21 -N 4 -p 1,32.39,19
19233,sudo lrzip -b -L 8 -w 21 -N 4 -p 2,18.99,19
19234,sudo lrzip -b -L 8 -w 21 -N 4 -p 3,18.1,19
19235,sudo lrzip -b -L 8 -w 21 -N 4 -p 4,16.25,19
19236,sudo lrzip -b -L 8 -w 21 -N 12 -p 1,32.41,19
19237,sudo lrzip -b -L 8 -w 21 -N 12 -p 2,18.9,19
19238,sudo lrzip -b -L 8 -w 21 -N 12 -p 3,18.26,19
19239,sudo lrzip -b -L 8 -w 21 -N 12 -p 4,16.41,19
19240,sudo lrzip -b -L 8 -w 41 -N -20 -p 1,32.46,19
19241,sudo lrzip -b -L 8 -w 41 -N -20 -p 2,18.81,19
19242,sudo lrzip -b -L 8 -w 41 -N -20 -p 3,18.6,19
19243,sudo lrzip -b -L 8 -w 41 -N -20 -p 4,16.45,19
19244,sudo lrzip -b -L 8 -w 41 -N -12 -p 1,32.41,19
19245,sudo lrzip -b -L 8 -w 41 -N -12 -p 2,18.88,19
19246,sudo lrzip -b -L 8 -w 41 -N -12 -p 3,18.02,19
19247,sudo lrzip -b -L 8 -w 41 -N -12 -p 4,16.4,19
19248,sudo lrzip -b -L 8 -w 41 -N -4 -p 1,32.37,19
19249,sudo lrzip -b -L 8 -w 41 -N -4 -p 2,19.13,19
19250,sudo lrzip -b -L 8 -w 41 -N -4 -p 3,17.71,19
19251,sudo lrzip -b -L 8 -w 41 -N -4 -p 4,16.0,19
19252,sudo lrzip -b -L 8 -w 41 -N 4 -p 1,32.37,19
19253,sudo lrzip -b -L 8 -w 41 -N 4 -p 2,19.3,19
19254,sudo lrzip -b -L 8 -w 41 -N 4 -p 3,18.52,19
19255,sudo lrzip -b -L 8 -w 41 -N 4 -p 4,16.34,19
19256,sudo lrzip -b -L 8 -w 41 -N 12 -p 1,32.39,19
19257,sudo lrzip -b -L 8 -w 41 -N 12 -p 2,19.53,19
19258,sudo lrzip -b -L 8 -w 41 -N 12 -p 3,18.14,19
19259,sudo lrzip -b -L 8 -w 41 -N 12 -p 4,16.38,19
19260,sudo lrzip -b -L 8 -w 61 -N -20 -p 1,32.3,19
19261,sudo lrzip -b -L 8 -w 61 -N -20 -p 2,19.64,19
19262,sudo lrzip -b -L 8 -w 61 -N -20 -p 3,17.49,19
19263,sudo lrzip -b -L 8 -w 61 -N -20 -p 4,16.38,19
19264,sudo lrzip -b -L 8 -w 61 -N -12 -p 1,32.33,19
19265,sudo lrzip -b -L 8 -w 61 -N -12 -p 2,19.16,19
19266,sudo lrzip -b -L 8 -w 61 -N -12 -p 3,17.41,19
19267,sudo lrzip -b -L 8 -w 61 -N -12 -p 4,15.81,19
19268,sudo lrzip -b -L 8 -w 61 -N -4 -p 1,32.37,19
19269,sudo lrzip -b -L 8 -w 61 -N -4 -p 2,21.14,19
19270,sudo lrzip -b -L 8 -w 61 -N -4 -p 3,18.41,19
19271,sudo lrzip -b -L 8 -w 61 -N -4 -p 4,16.5,19
19272,sudo lrzip -b -L 8 -w 61 -N 4 -p 1,32.35,19
19273,sudo lrzip -b -L 8 -w 61 -N 4 -p 2,21.01,19
19274,sudo lrzip -b -L 8 -w 61 -N 4 -p 3,17.35,19
19275,sudo lrzip -b -L 8 -w 61 -N 4 -p 4,15.79,19
19276,sudo lrzip -b -L 8 -w 61 -N 12 -p 1,32.41,19
19277,sudo lrzip -b -L 8 -w 61 -N 12 -p 2,21.29,19
19278,sudo lrzip -b -L 8 -w 61 -N 12 -p 3,17.36,19
19279,sudo lrzip -b -L 8 -w 61 -N 12 -p 4,16.23,19
19280,sudo lrzip -b -L 8 -w 81 -N -20 -p 1,32.44,19
19281,sudo lrzip -b -L 8 -w 81 -N -20 -p 2,18.98,19
19282,sudo lrzip -b -L 8 -w 81 -N -20 -p 3,17.44,19
19283,sudo lrzip -b -L 8 -w 81 -N -20 -p 4,16.51,19
19284,sudo lrzip -b -L 8 -w 81 -N -12 -p 1,32.35,19
19285,sudo lrzip -b -L 8 -w 81 -N -12 -p 2,19.71,19
19286,sudo lrzip -b -L 8 -w 81 -N -12 -p 3,18.09,19
19287,sudo lrzip -b -L 8 -w 81 -N -12 -p 4,16.38,19
19288,sudo lrzip -b -L 8 -w 81 -N -4 -p 1,32.33,19
19289,sudo lrzip -b -L 8 -w 81 -N -4 -p 2,19.01,19
19290,sudo lrzip -b -L 8 -w 81 -N -4 -p 3,17.95,19
19291,sudo lrzip -b -L 8 -w 81 -N -4 -p 4,16.44,19
19292,sudo lrzip -b -L 8 -w 81 -N 4 -p 1,32.33,19
19293,sudo lrzip -b -L 8 -w 81 -N 4 -p 2,20.7,19
19294,sudo lrzip -b -L 8 -w 81 -N 4 -p 3,18.6,19
19295,sudo lrzip -b -L 8 -w 81 -N 4 -p 4,16.23,19
19296,sudo lrzip -b -L 8 -w 81 -N 12 -p 1,32.43,19
19297,sudo lrzip -b -L 8 -w 81 -N 12 -p 2,19.72,19
19298,sudo lrzip -b -L 8 -w 81 -N 12 -p 3,16.71,19
19299,sudo lrzip -b -L 8 -w 81 -N 12 -p 4,16.34,19
19300,sudo lrzip -b -L 9 -w 1 -N -20 -p 1,26.54,19
19301,sudo lrzip -b -L 9 -w 1 -N -20 -p 2,24.27,19
19302,sudo lrzip -b -L 9 -w 1 -N -20 -p 3,23.38,19
19303,sudo lrzip -b -L 9 -w 1 -N -20 -p 4,22.89,19
19304,sudo lrzip -b -L 9 -w 1 -N -12 -p 1,26.41,19
19305,sudo lrzip -b -L 9 -w 1 -N -12 -p 2,23.79,19
19306,sudo lrzip -b -L 9 -w 1 -N -12 -p 3,23.3,19
19307,sudo lrzip -b -L 9 -w 1 -N -12 -p 4,23.09,19
19308,sudo lrzip -b -L 9 -w 1 -N -4 -p 1,26.52,19
19309,sudo lrzip -b -L 9 -w 1 -N -4 -p 2,23.65,19
19310,sudo lrzip -b -L 9 -w 1 -N -4 -p 3,23.39,19
19311,sudo lrzip -b -L 9 -w 1 -N -4 -p 4,22.84,19
19312,sudo lrzip -b -L 9 -w 1 -N 4 -p 1,26.98,19
19313,sudo lrzip -b -L 9 -w 1 -N 4 -p 2,23.29,19
19314,sudo lrzip -b -L 9 -w 1 -N 4 -p 3,23.54,19
19315,sudo lrzip -b -L 9 -w 1 -N 4 -p 4,22.44,19
19316,sudo lrzip -b -L 9 -w 1 -N 12 -p 1,26.96,19
19317,sudo lrzip -b -L 9 -w 1 -N 12 -p 2,23.13,19
19318,sudo lrzip -b -L 9 -w 1 -N 12 -p 3,23.27,19
19319,sudo lrzip -b -L 9 -w 1 -N 12 -p 4,22.6,19
19320,sudo lrzip -b -L 9 -w 21 -N -20 -p 1,34.12,19
19321,sudo lrzip -b -L 9 -w 21 -N -20 -p 2,21.44,19
19322,sudo lrzip -b -L 9 -w 21 -N -20 -p 3,19.07,19
19323,sudo lrzip -b -L 9 -w 21 -N -20 -p 4,18.21,19
19324,sudo lrzip -b -L 9 -w 21 -N -12 -p 1,34.15,19
19325,sudo lrzip -b -L 9 -w 21 -N -12 -p 2,20.86,19
19326,sudo lrzip -b -L 9 -w 21 -N -12 -p 3,19.5,19
19327,sudo lrzip -b -L 9 -w 21 -N -12 -p 4,18.28,19
19328,sudo lrzip -b -L 9 -w 21 -N -4 -p 1,34.21,19
19329,sudo lrzip -b -L 9 -w 21 -N -4 -p 2,22.98,19
19330,sudo lrzip -b -L 9 -w 21 -N -4 -p 3,19.89,19
19331,sudo lrzip -b -L 9 -w 21 -N -4 -p 4,17.93,19
19332,sudo lrzip -b -L 9 -w 21 -N 4 -p 1,34.19,19
19333,sudo lrzip -b -L 9 -w 21 -N 4 -p 2,22.69,19
19334,sudo lrzip -b -L 9 -w 21 -N 4 -p 3,19.49,19
19335,sudo lrzip -b -L 9 -w 21 -N 4 -p 4,18.68,19
19336,sudo lrzip -b -L 9 -w 21 -N 12 -p 1,34.22,19
19337,sudo lrzip -b -L 9 -w 21 -N 12 -p 2,23.25,19
19338,sudo lrzip -b -L 9 -w 21 -N 12 -p 3,19.78,19
19339,sudo lrzip -b -L 9 -w 21 -N 12 -p 4,18.08,19
19340,sudo lrzip -b -L 9 -w 41 -N -20 -p 1,34.25,19
19341,sudo lrzip -b -L 9 -w 41 -N -20 -p 2,21.22,19
19342,sudo lrzip -b -L 9 -w 41 -N -20 -p 3,19.89,19
19343,sudo lrzip -b -L 9 -w 41 -N -20 -p 4,17.97,19
19344,sudo lrzip -b -L 9 -w 41 -N -12 -p 1,34.3,19
19345,sudo lrzip -b -L 9 -w 41 -N -12 -p 2,22.86,19
19346,sudo lrzip -b -L 9 -w 41 -N -12 -p 3,19.85,19
19347,sudo lrzip -b -L 9 -w 41 -N -12 -p 4,18.8,19
19348,sudo lrzip -b -L 9 -w 41 -N -4 -p 1,34.16,19
19349,sudo lrzip -b -L 9 -w 41 -N -4 -p 2,20.83,19
19350,sudo lrzip -b -L 9 -w 41 -N -4 -p 3,19.91,19
19351,sudo lrzip -b -L 9 -w 41 -N -4 -p 4,18.69,19
19352,sudo lrzip -b -L 9 -w 41 -N 4 -p 1,34.02,19
19353,sudo lrzip -b -L 9 -w 41 -N 4 -p 2,20.82,19
19354,sudo lrzip -b -L 9 -w 41 -N 4 -p 3,19.72,19
19355,sudo lrzip -b -L 9 -w 41 -N 4 -p 4,18.09,19
19356,sudo lrzip -b -L 9 -w 41 -N 12 -p 1,34.18,19
19357,sudo lrzip -b -L 9 -w 41 -N 12 -p 2,20.66,19
19358,sudo lrzip -b -L 9 -w 41 -N 12 -p 3,19.51,19
19359,sudo lrzip -b -L 9 -w 41 -N 12 -p 4,17.56,19
19360,sudo lrzip -b -L 9 -w 61 -N -20 -p 1,34.24,19
19361,sudo lrzip -b -L 9 -w 61 -N -20 -p 2,21.98,19
19362,sudo lrzip -b -L 9 -w 61 -N -20 -p 3,19.68,19
19363,sudo lrzip -b -L 9 -w 61 -N -20 -p 4,18.73,19
19364,sudo lrzip -b -L 9 -w 61 -N -12 -p 1,34.19,19
19365,sudo lrzip -b -L 9 -w 61 -N -12 -p 2,21.78,19
19366,sudo lrzip -b -L 9 -w 61 -N -12 -p 3,19.48,19
19367,sudo lrzip -b -L 9 -w 61 -N -12 -p 4,18.44,19
19368,sudo lrzip -b -L 9 -w 61 -N -4 -p 1,34.15,19
19369,sudo lrzip -b -L 9 -w 61 -N -4 -p 2,21.53,19
19370,sudo lrzip -b -L 9 -w 61 -N -4 -p 3,19.43,19
19371,sudo lrzip -b -L 9 -w 61 -N -4 -p 4,18.09,19
19372,sudo lrzip -b -L 9 -w 61 -N 4 -p 1,34.2,19
19373,sudo lrzip -b -L 9 -w 61 -N 4 -p 2,21.07,19
19374,sudo lrzip -b -L 9 -w 61 -N 4 -p 3,20.2,19
19375,sudo lrzip -b -L 9 -w 61 -N 4 -p 4,18.13,19
19376,sudo lrzip -b -L 9 -w 61 -N 12 -p 1,34.22,19
19377,sudo lrzip -b -L 9 -w 61 -N 12 -p 2,20.96,19
19378,sudo lrzip -b -L 9 -w 61 -N 12 -p 3,19.86,19
19379,sudo lrzip -b -L 9 -w 61 -N 12 -p 4,17.58,19
19380,sudo lrzip -b -L 9 -w 81 -N -20 -p 1,34.29,19
19381,sudo lrzip -b -L 9 -w 81 -N -20 -p 2,20.95,19
19382,sudo lrzip -b -L 9 -w 81 -N -20 -p 3,20.62,19
19383,sudo lrzip -b -L 9 -w 81 -N -20 -p 4,18.05,19
19384,sudo lrzip -b -L 9 -w 81 -N -12 -p 1,34.14,19
19385,sudo lrzip -b -L 9 -w 81 -N -12 -p 2,20.64,19
19386,sudo lrzip -b -L 9 -w 81 -N -12 -p 3,19.67,19
19387,sudo lrzip -b -L 9 -w 81 -N -12 -p 4,18.65,19
19388,sudo lrzip -b -L 9 -w 81 -N -4 -p 1,34.16,19
19389,sudo lrzip -b -L 9 -w 81 -N -4 -p 2,21.0,19
19390,sudo lrzip -b -L 9 -w 81 -N -4 -p 3,19.79,19
19391,sudo lrzip -b -L 9 -w 81 -N -4 -p 4,17.6,19
19392,sudo lrzip -b -L 9 -w 81 -N 4 -p 1,34.14,19
19393,sudo lrzip -b -L 9 -w 81 -N 4 -p 2,21.07,19
19394,sudo lrzip -b -L 9 -w 81 -N 4 -p 3,19.58,19
19395,sudo lrzip -b -L 9 -w 81 -N 4 -p 4,17.88,19
19396,sudo lrzip -b -L 9 -w 81 -N 12 -p 1,34.29,19
19397,sudo lrzip -b -L 9 -w 81 -N 12 -p 2,23.19,19
19398,sudo lrzip -b -L 9 -w 81 -N 12 -p 3,19.44,19
19399,sudo lrzip -b -L 9 -w 81 -N 12 -p 4,17.69,19
19400,sudo lrzip -g -L 8 -w 1 -N -20 -p 1,23.68,19
19401,sudo lrzip -g -L 8 -w 1 -N -20 -p 2,18.68,19
19402,sudo lrzip -g -L 8 -w 1 -N -20 -p 3,18.53,19
19403,sudo lrzip -g -L 8 -w 1 -N -20 -p 4,18.11,19
19404,sudo lrzip -g -L 8 -w 1 -N -12 -p 1,23.72,19
19405,sudo lrzip -g -L 8 -w 1 -N -12 -p 2,19.07,19
19406,sudo lrzip -g -L 8 -w 1 -N -12 -p 3,18.34,19
19407,sudo lrzip -g -L 8 -w 1 -N -12 -p 4,18.32,19
19408,sudo lrzip -g -L 8 -w 1 -N -4 -p 1,23.71,19
19409,sudo lrzip -g -L 8 -w 1 -N -4 -p 2,18.76,19
19410,sudo lrzip -g -L 8 -w 1 -N -4 -p 3,18.4,19
19411,sudo lrzip -g -L 8 -w 1 -N -4 -p 4,18.29,19
19412,sudo lrzip -g -L 8 -w 1 -N 4 -p 1,23.99,19
19413,sudo lrzip -g -L 8 -w 1 -N 4 -p 2,18.69,19
19414,sudo lrzip -g -L 8 -w 1 -N 4 -p 3,18.24,19
19415,sudo lrzip -g -L 8 -w 1 -N 4 -p 4,18.14,19
19416,sudo lrzip -g -L 8 -w 1 -N 12 -p 1,24.03,19
19417,sudo lrzip -g -L 8 -w 1 -N 12 -p 2,18.88,19
19418,sudo lrzip -g -L 8 -w 1 -N 12 -p 3,18.35,19
19419,sudo lrzip -g -L 8 -w 1 -N 12 -p 4,17.89,19
19420,sudo lrzip -g -L 8 -w 21 -N -20 -p 1,27.28,19
19421,sudo lrzip -g -L 8 -w 21 -N -20 -p 2,16.39,19
19422,sudo lrzip -g -L 8 -w 21 -N -20 -p 3,14.15,19
19423,sudo lrzip -g -L 8 -w 21 -N -20 -p 4,13.92,19
19424,sudo lrzip -g -L 8 -w 21 -N -12 -p 1,27.25,19
19425,sudo lrzip -g -L 8 -w 21 -N -12 -p 2,15.72,19
19426,sudo lrzip -g -L 8 -w 21 -N -12 -p 3,14.25,19
19427,sudo lrzip -g -L 8 -w 21 -N -12 -p 4,13.59,19
19428,sudo lrzip -g -L 8 -w 21 -N -4 -p 1,27.37,19
19429,sudo lrzip -g -L 8 -w 21 -N -4 -p 2,16.22,19
19430,sudo lrzip -g -L 8 -w 21 -N -4 -p 3,14.09,19
19431,sudo lrzip -g -L 8 -w 21 -N -4 -p 4,13.93,19
19432,sudo lrzip -g -L 8 -w 21 -N 4 -p 1,27.23,19
19433,sudo lrzip -g -L 8 -w 21 -N 4 -p 2,16.01,19
19434,sudo lrzip -g -L 8 -w 21 -N 4 -p 3,14.27,19
19435,sudo lrzip -g -L 8 -w 21 -N 4 -p 4,13.91,19
19436,sudo lrzip -g -L 8 -w 21 -N 12 -p 1,27.28,19
19437,sudo lrzip -g -L 8 -w 21 -N 12 -p 2,15.68,19
19438,sudo lrzip -g -L 8 -w 21 -N 12 -p 3,13.81,19
19439,sudo lrzip -g -L 8 -w 21 -N 12 -p 4,13.95,19
19440,sudo lrzip -g -L 8 -w 41 -N -20 -p 1,27.24,19
19441,sudo lrzip -g -L 8 -w 41 -N -20 -p 2,16.23,19
19442,sudo lrzip -g -L 8 -w 41 -N -20 -p 3,14.9,19
19443,sudo lrzip -g -L 8 -w 41 -N -20 -p 4,13.58,19
19444,sudo lrzip -g -L 8 -w 41 -N -12 -p 1,27.22,19
19445,sudo lrzip -g -L 8 -w 41 -N -12 -p 2,16.72,19
19446,sudo lrzip -g -L 8 -w 41 -N -12 -p 3,14.64,19
19447,sudo lrzip -g -L 8 -w 41 -N -12 -p 4,14.02,19
19448,sudo lrzip -g -L 8 -w 41 -N -4 -p 1,27.27,19
19449,sudo lrzip -g -L 8 -w 41 -N -4 -p 2,16.15,19
19450,sudo lrzip -g -L 8 -w 41 -N -4 -p 3,14.31,19
19451,sudo lrzip -g -L 8 -w 41 -N -4 -p 4,13.7,19
19452,sudo lrzip -g -L 8 -w 41 -N 4 -p 1,27.22,19
19453,sudo lrzip -g -L 8 -w 41 -N 4 -p 2,16.88,19
19454,sudo lrzip -g -L 8 -w 41 -N 4 -p 3,14.09,19
19455,sudo lrzip -g -L 8 -w 41 -N 4 -p 4,13.81,19
19456,sudo lrzip -g -L 8 -w 41 -N 12 -p 1,27.26,19
19457,sudo lrzip -g -L 8 -w 41 -N 12 -p 2,16.72,19
19458,sudo lrzip -g -L 8 -w 41 -N 12 -p 3,14.55,19
19459,sudo lrzip -g -L 8 -w 41 -N 12 -p 4,13.79,19
19460,sudo lrzip -g -L 8 -w 61 -N -20 -p 1,27.21,19
19461,sudo lrzip -g -L 8 -w 61 -N -20 -p 2,16.85,19
19462,sudo lrzip -g -L 8 -w 61 -N -20 -p 3,14.13,19
19463,sudo lrzip -g -L 8 -w 61 -N -20 -p 4,13.81,19
19464,sudo lrzip -g -L 8 -w 61 -N -12 -p 1,27.3,19
