,config,time
0,../x264/x264 --rc-lookahead 20 --ref 1 ,6.0155074305000085
1,../x264/x264 --rc-lookahead 20 --ref 5 ,8.135134446999999
2,../x264/x264 --rc-lookahead 20 --ref 9 ,10.466018258000005
3,../x264/x264 --rc-lookahead 40 --ref 1 ,6.301926629999997
4,../x264/x264 --rc-lookahead 40 --ref 5 ,8.219053624499992
5,../x264/x264 --rc-lookahead 40 --ref 9 ,10.672675975499999
6,../x264/x264 --no-weightb --rc-lookahead 20 --ref 1 ,5.997328296000035
7,../x264/x264 --no-weightb --rc-lookahead 20 --ref 5 ,8.0340821705
8,../x264/x264 --no-weightb --rc-lookahead 20 --ref 9 ,10.477378591499985
9,../x264/x264 --no-weightb --rc-lookahead 40 --ref 1 ,6.180481970499983
10,../x264/x264 --no-weightb --rc-lookahead 40 --ref 5 ,8.210885064500019
11,../x264/x264 --no-weightb --rc-lookahead 40 --ref 9 ,10.685025863000021
12,../x264/x264 --no-mixed-refs --rc-lookahead 20 --ref 1 ,5.99729213400002
13,../x264/x264 --no-mixed-refs --rc-lookahead 20 --ref 5 ,6.9942590134999705
14,../x264/x264 --no-mixed-refs --rc-lookahead 20 --ref 9 ,8.459406176499954
15,../x264/x264 --no-mixed-refs --rc-lookahead 40 --ref 1 ,6.224871097000005
16,../x264/x264 --no-mixed-refs --rc-lookahead 40 --ref 5 ,7.144255102999978
17,../x264/x264 --no-mixed-refs --rc-lookahead 40 --ref 9 ,8.731363088500075
18,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 1 ,5.992030312999987
19,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 5 ,6.936825897999995
20,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 9 ,8.453895786000032
21,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 1 ,6.203791749499999
22,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 5 ,7.119929398500005
23,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 9 ,8.733666789999916
24,../x264/x264 --no-mbtree --rc-lookahead 20 --ref 1 ,6.43346352399999
25,../x264/x264 --no-mbtree --rc-lookahead 20 --ref 5 ,8.773702266499981
26,../x264/x264 --no-mbtree --rc-lookahead 20 --ref 9 ,11.606973368999945
27,../x264/x264 --no-mbtree --rc-lookahead 40 --ref 1 ,6.423802053000031
28,../x264/x264 --no-mbtree --rc-lookahead 40 --ref 5 ,8.785903178499893
29,../x264/x264 --no-mbtree --rc-lookahead 40 --ref 9 ,11.506673278499989
30,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 20 --ref 1 ,6.4989646225000115
31,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 20 --ref 5 ,8.89025915149989
32,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 20 --ref 9 ,11.638172906499904
33,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 40 --ref 1 ,6.477182056000061
34,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 40 --ref 5 ,8.840527575500118
35,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 40 --ref 9 ,11.72728032949999
36,../x264/x264 --no-mbtree --no-mixed-refs --rc-lookahead 20 --ref 1 ,6.437931948500022
37,../x264/x264 --no-mbtree --no-mixed-refs --rc-lookahead 20 --ref 5 ,7.466221600500035
38,../x264/x264 --no-mbtree --no-mixed-refs --rc-lookahead 20 --ref 9 ,9.133422138499895
39,../x264/x264 --no-mbtree --no-mixed-refs --rc-lookahead 40 --ref 1 ,6.422883966499967
40,../x264/x264 --no-mbtree --no-mixed-refs --rc-lookahead 40 --ref 5 ,7.5387898300000415
41,../x264/x264 --no-mbtree --no-mixed-refs --rc-lookahead 40 --ref 9 ,9.102660947000118
42,../x264/x264 --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 1 ,6.489715337999996
43,../x264/x264 --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 5 ,8.280944229999932
44,../x264/x264 --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 9 ,9.116522430000032
45,../x264/x264 --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 1 ,6.628394106999963
46,../x264/x264 --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 5 ,7.5014785734999805
47,../x264/x264 --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 9 ,9.270071615000006
48,../x264/x264 --no-fast-pskip --rc-lookahead 20 --ref 1 ,6.055659698999989
49,../x264/x264 --no-fast-pskip --rc-lookahead 20 --ref 5 ,8.538732369999934
50,../x264/x264 --no-fast-pskip --rc-lookahead 20 --ref 9 ,11.138554244499915
51,../x264/x264 --no-fast-pskip --rc-lookahead 40 --ref 1 ,6.261924972499969
52,../x264/x264 --no-fast-pskip --rc-lookahead 40 --ref 5 ,8.641021984999952
53,../x264/x264 --no-fast-pskip --rc-lookahead 40 --ref 9 ,11.25424744850011
54,../x264/x264 --no-fast-pskip --no-weightb --rc-lookahead 20 --ref 1 ,6.069074656499993
55,../x264/x264 --no-fast-pskip --no-weightb --rc-lookahead 20 --ref 5 ,8.352761144499937
56,../x264/x264 --no-fast-pskip --no-weightb --rc-lookahead 20 --ref 9 ,11.149403500500057
57,../x264/x264 --no-fast-pskip --no-weightb --rc-lookahead 40 --ref 1 ,6.2601724840001225
58,../x264/x264 --no-fast-pskip --no-weightb --rc-lookahead 40 --ref 5 ,8.590979717999971
59,../x264/x264 --no-fast-pskip --no-weightb --rc-lookahead 40 --ref 9 ,11.297676532499963
60,../x264/x264 --no-fast-pskip --no-mixed-refs --rc-lookahead 20 --ref 1 ,6.045145926999794
61,../x264/x264 --no-fast-pskip --no-mixed-refs --rc-lookahead 20 --ref 5 ,7.183153780499879
62,../x264/x264 --no-fast-pskip --no-mixed-refs --rc-lookahead 20 --ref 9 ,8.990305904499792
63,../x264/x264 --no-fast-pskip --no-mixed-refs --rc-lookahead 40 --ref 1 ,6.333142357500037
64,../x264/x264 --no-fast-pskip --no-mixed-refs --rc-lookahead 40 --ref 5 ,7.402361299499944
65,../x264/x264 --no-fast-pskip --no-mixed-refs --rc-lookahead 40 --ref 9 ,9.25565002150006
66,../x264/x264 --no-fast-pskip --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 1 ,6.061838246499974
67,../x264/x264 --no-fast-pskip --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 5 ,7.237158228499993
68,../x264/x264 --no-fast-pskip --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 9 ,9.11738542199987
69,../x264/x264 --no-fast-pskip --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 1 ,6.235269054000128
70,../x264/x264 --no-fast-pskip --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 5 ,7.502335962499956
71,../x264/x264 --no-fast-pskip --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 9 ,9.210437077000051
72,../x264/x264 --no-fast-pskip --no-mbtree --rc-lookahead 20 --ref 1 ,6.463505407999946
73,../x264/x264 --no-fast-pskip --no-mbtree --rc-lookahead 20 --ref 5 ,9.104000586999973
74,../x264/x264 --no-fast-pskip --no-mbtree --rc-lookahead 20 --ref 9 ,12.06695988599995
75,../x264/x264 --no-fast-pskip --no-mbtree --rc-lookahead 40 --ref 1 ,6.461979885000119
76,../x264/x264 --no-fast-pskip --no-mbtree --rc-lookahead 40 --ref 5 ,9.050619843500044
77,../x264/x264 --no-fast-pskip --no-mbtree --rc-lookahead 40 --ref 9 ,12.036426850999987
78,../x264/x264 --no-fast-pskip --no-mbtree --no-weightb --rc-lookahead 20 --ref 1 ,6.5403006284998355
79,../x264/x264 --no-fast-pskip --no-mbtree --no-weightb --rc-lookahead 20 --ref 5 ,9.121081710499993
80,../x264/x264 --no-fast-pskip --no-mbtree --no-weightb --rc-lookahead 20 --ref 9 ,12.071006517999876
81,../x264/x264 --no-fast-pskip --no-mbtree --no-weightb --rc-lookahead 40 --ref 1 ,6.519605947000173
82,../x264/x264 --no-fast-pskip --no-mbtree --no-weightb --rc-lookahead 40 --ref 5 ,9.085917845500262
83,../x264/x264 --no-fast-pskip --no-mbtree --no-weightb --rc-lookahead 40 --ref 9 ,12.283919382000022
84,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --rc-lookahead 20 --ref 1 ,6.458979920499814
85,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --rc-lookahead 20 --ref 5 ,7.728207210000164
86,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --rc-lookahead 20 --ref 9 ,9.68440550550008
87,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --rc-lookahead 40 --ref 1 ,6.580024536500105
88,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --rc-lookahead 40 --ref 5 ,7.686472856499904
89,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --rc-lookahead 40 --ref 9 ,9.584676376999823
90,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 1 ,6.5072899220001545
91,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 5 ,7.7784934660001
92,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 9 ,9.655831595499876
93,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 1 ,6.49643284449985
94,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 5 ,7.7723308084998735
95,../x264/x264 --no-fast-pskip --no-mbtree --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 9 ,9.744101605000196
96,../x264/x264 --no-deblock --rc-lookahead 20 --ref 1 ,6.016339693000191
97,../x264/x264 --no-deblock --rc-lookahead 20 --ref 5 ,8.064532362999898
98,../x264/x264 --no-deblock --rc-lookahead 20 --ref 9 ,10.542174043499926
99,../x264/x264 --no-deblock --rc-lookahead 40 --ref 1 ,6.222037703000069
100,../x264/x264 --no-deblock --rc-lookahead 40 --ref 5 ,8.296046729999944
