,config,time
0,../x264/x264 --rc-lookahead 20 --ref 1 ,5.900768924999994
1,../x264/x264 --rc-lookahead 20 --ref 5 ,7.809193821500003
2,../x264/x264 --rc-lookahead 20 --ref 9 ,10.143360216000005
3,../x264/x264 --rc-lookahead 40 --ref 1 ,6.105596525500005
4,../x264/x264 --rc-lookahead 40 --ref 5 ,7.997028700499982
5,../x264/x264 --rc-lookahead 40 --ref 9 ,10.33415417949999
6,../x264/x264 --no-weightb --rc-lookahead 20 --ref 1 ,5.8461967185000105
7,../x264/x264 --no-weightb --rc-lookahead 20 --ref 5 ,7.830042066000004
8,../x264/x264 --no-weightb --rc-lookahead 20 --ref 9 ,10.117585440000028
9,../x264/x264 --no-weightb --rc-lookahead 40 --ref 1 ,6.040953634499999
10,../x264/x264 --no-weightb --rc-lookahead 40 --ref 5 ,8.00224752599999
11,../x264/x264 --no-weightb --rc-lookahead 40 --ref 9 ,10.282014752499947
12,../x264/x264 --no-mixed-refs --rc-lookahead 20 --ref 1 ,5.8633779769999705
13,../x264/x264 --no-mixed-refs --rc-lookahead 20 --ref 5 ,6.724811681000006
14,../x264/x264 --no-mixed-refs --rc-lookahead 20 --ref 9 ,8.216304195499958
15,../x264/x264 --no-mixed-refs --rc-lookahead 40 --ref 1 ,6.084037260999992
16,../x264/x264 --no-mixed-refs --rc-lookahead 40 --ref 5 ,6.961600101000045
17,../x264/x264 --no-mixed-refs --rc-lookahead 40 --ref 9 ,8.398676810499978
18,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 1 ,5.903084903000035
19,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 5 ,6.699976035000077
20,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 9 ,8.171892173000003
21,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 1 ,6.112545946999944
22,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 5 ,6.88291541749993
23,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 9 ,8.386850569499984
24,../x264/x264 --no-mbtree --rc-lookahead 20 --ref 1 ,6.316575291499987
25,../x264/x264 --no-mbtree --rc-lookahead 20 --ref 5 ,8.486255869499985
26,../x264/x264 --no-mbtree --rc-lookahead 20 --ref 9 ,11.131310434999989
27,../x264/x264 --no-mbtree --rc-lookahead 40 --ref 1 ,6.29019173949996
28,../x264/x264 --no-mbtree --rc-lookahead 40 --ref 5 ,8.509076843499884
29,../x264/x264 --no-mbtree --rc-lookahead 40 --ref 9 ,11.149188374499886
30,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 20 --ref 1 ,6.34649712800001
31,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 20 --ref 5 ,8.572093992000077
32,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 20 --ref 9 ,11.210775205999994
