,config,time
0,../x264/x264 --rc-lookahead 20 --ref 1 ,5.78546349749999
1,../x264/x264 --rc-lookahead 20 --ref 5 ,7.711623818000007
2,../x264/x264 --rc-lookahead 20 --ref 9 ,10.02621858949999
3,../x264/x264 --rc-lookahead 40 --ref 1 ,5.982097909999993
4,../x264/x264 --rc-lookahead 40 --ref 5 ,7.910582715999993
5,../x264/x264 --rc-lookahead 40 --ref 9 ,10.2298355275
6,../x264/x264 --no-weightb --rc-lookahead 20 --ref 1 ,5.783394476000012
7,../x264/x264 --no-weightb --rc-lookahead 20 --ref 5 ,7.68957626949998
8,../x264/x264 --no-weightb --rc-lookahead 20 --ref 9 ,10.013225507000016
9,../x264/x264 --no-weightb --rc-lookahead 40 --ref 1 ,5.982232000499977
10,../x264/x264 --no-weightb --rc-lookahead 40 --ref 5 ,7.893445232999966
11,../x264/x264 --no-weightb --rc-lookahead 40 --ref 9 ,10.195685478499968
12,../x264/x264 --no-mixed-refs --rc-lookahead 20 --ref 1 ,5.7752124549999735
13,../x264/x264 --no-mixed-refs --rc-lookahead 20 --ref 5 ,6.657121737500006
14,../x264/x264 --no-mixed-refs --rc-lookahead 20 --ref 9 ,8.111888057499982
15,../x264/x264 --no-mixed-refs --rc-lookahead 40 --ref 1 ,5.992873492499939
16,../x264/x264 --no-mixed-refs --rc-lookahead 40 --ref 5 ,6.839874301000009
17,../x264/x264 --no-mixed-refs --rc-lookahead 40 --ref 9 ,8.287438224499965
18,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 1 ,5.775448191999999
19,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 5 ,6.645644473000004
20,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 20 --ref 9 ,8.094553837000035
21,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 1 ,5.967063820500016
22,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 5 ,6.81108266450002
23,../x264/x264 --no-mixed-refs --no-weightb --rc-lookahead 40 --ref 9 ,8.263894121499959
24,../x264/x264 --no-mbtree --rc-lookahead 20 --ref 1 ,6.2119454249999535
25,../x264/x264 --no-mbtree --rc-lookahead 20 --ref 5 ,8.441710670999953
26,../x264/x264 --no-mbtree --rc-lookahead 20 --ref 9 ,11.02657996000005
27,../x264/x264 --no-mbtree --rc-lookahead 40 --ref 1 ,6.210871047000069
28,../x264/x264 --no-mbtree --rc-lookahead 40 --ref 5 ,8.426970095000001
29,../x264/x264 --no-mbtree --rc-lookahead 40 --ref 9 ,11.025799587500046
30,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 20 --ref 1 ,6.248326239999983
31,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 20 --ref 5 ,8.489054142500095
32,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 20 --ref 9 ,11.061644081499935
33,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 40 --ref 1 ,6.2430280220000895
34,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 40 --ref 5 ,8.461735605999934
35,../x264/x264 --no-mbtree --no-weightb --rc-lookahead 40 --ref 9 ,11.054655580500025
