,commit,time,command,running_time
0,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -20 -p 1,705.37
1,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -20 -p 2,407.15
2,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -20 -p 3,363.24
3,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -20 -p 4,330.57
4,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -12 -p 1,699.73
5,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -12 -p 2,404.81
6,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -12 -p 3,360.53
7,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -12 -p 4,340.93
8,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -4 -p 1,702.93
9,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -4 -p 2,427.87
10,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -4 -p 3,375.41
11,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N -4 -p 4,333.07
12,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N 4 -p 1,700.52
13,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N 4 -p 2,418.31
14,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N 4 -p 3,355.52
15,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N 4 -p 4,329.23
16,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N 12 -p 1,699.39
17,c5e0df5cf965e5a9f4c4fa7ed0bc22a786c8baaa,0,sudo lrzip -z -L 8 -w 1 -N 12 -p 2,406.86
